"ID";"AUTHORS";"AVGRATING";"CATEGORIES";"DATEOFADDITION";"DATEOFPUBLICATION";"DESCRIPTION";"NOTE";"IMAGEURL";"INDUSTRIALIDENTIFIER";"LANGUAGE";"LOCATION";"PAGECOUNT";"PREVIEWLINK";"PRICE";"PRINTTYPE";"PUBLISHER";"SUBTITLE";"TITLE";"VOTES"
"30109";"Mike Murach; Anne Prince; Raul Menendez";"0.0";"Programmiersprachen";"18.09.2013";"31.08.2004";"This is the latest edition of our classic COBOL book that has set the standard for structured design and coding since the mid-1970s. So if you want to learn how to write COBOL programs the way they're written in the best enterprise COBOL shops, this is the book for you. And when you're done learning from this book, it becomes the best reference you'll ever find for use on the job. Throughout the book, you will learn how to use COBOL on IBM mainframes because that's where 90% or more of all COBOL is running. But to work on a mainframe, you need to know more than just the COBOL language. That's why this book also shows you: how to use the ISPF editor for entering programs; how to use TSO/E and JCL to compile and test programs; how to use the AMS utility to work with VSAM files; how to use CICS for developing interactive COBOL programs; how to use DB2 for developing COBOL programs that handle database data; how to maintain legacy programs. If you want to learn COBOL for other platforms, this book will get you off to a good start because COBOL is a standard language. In fact, all of the COBOL that's presented in this book will also run on any other platform that has a COBOL compiler. Remember, though, that billions of lines of mainframe COBOL are currently in use, and those programs will keep programmers busy for many years to come.";"privates Exemplar";"http://bks7.books.google.de/books?id=kDcNAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9781890774240";"en";"TAB 2.57";"687";"http://books.google.de/books?id=kDcNAAAACAAJ&dq=isbn:9781890774240&hl=&cd=1&source=gbs_api";;"BOOK";"Mike Murach & Associates Incorporated";;"Murach's Mainframe Cobol";"0"
"30110";"Intermetrics Inc. ";"0.0";"Programmiersprachen";"18.09.2013";"01.01.1995";;"privates Exemplar";;;;"TAB 2.57";"0";;;"BOOK";"International Standard ANSI/ISO/IEC-8652:1995";;"Ada 95 Reference Manual";"0"
"30111";"Grady Booch";"0.0";"Programmiersprachen";"18.09.2013";"01.01.1987";;"privates Exemplar";"http://bks5.books.google.de/books?id=QaEpAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9780805306040";"en";"TAB 2.57";"580";"http://books.google.de/books?id=QaEpAQAAIAAJ&dq=isbn:9780805306040&hl=&cd=1&source=gbs_api";;"BOOK";"Benjamin-Cummings Publishing Company";;"Software engineering with Ada";"0"
"30112";"Reinhard Schiedermeier";"0.0";"Programmiersprachen";"18.09.2013";"01.01.2010";;"privates Exemplar";"http://bks8.books.google.de/books?id=b_zn0XfWvkkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";"9783868940312";"de";"TAB 2.57";"467";"http://books.google.de/books?id=b_zn0XfWvkkC&printsec=frontcover&dq=isbn:9783868940312&hl=&cd=1&source=gbs_api";;"BOOK";"Pearson Deutschland GmbH";;"Programmieren mit Java";"0"
"30113";"Thomas Bräunl";"0.0";"Programmiersprachen";"18.09.2013";"01.01.1993";;"privates Exemplar";"http://bks5.books.google.de/books?id=lDjNygAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"3528051426";"de";"TAB 2.57";"277";"http://books.google.de/books?id=lDjNygAACAAJ&dq=isbn:3528051426&hl=&cd=1&source=gbs_api";;"BOOK";;;"Parallele Programmierung";"0"
"30114";"Leon Sterling; Ehud Shapiro";"0.0";"Programmiersprachen";"18.09.2013";"01.01.1988";;"privates Exemplar";;"3925118845";"en";"TAB 2.57";"468";"http://books.google.de/books?id=FNWuAAAACAAJ&dq=isbn:3925118845&hl=&cd=1&source=gbs_api";;"BOOK";;;"Prolog";"0"
"30115";"Guy L. Steele Jr.";"0.0";"Programmiersprachen";"18.09.2013";"01.01.1990";;"privates Exemplar";;"9791555580413";"en";"TAB 2.57";"1030";;;"BOOK";"Digital Press";"The Language, 2nd edition";"Common Lisp";"0"
"30116";"Patrick Henry Winston; Berthold Horn";"0.0";"Programmiersprachen";"18.09.2013";"01.01.1984";"This third edition is a revised and expanded version of Winston and Horn's best-selling introduction to the LISP programming language and to LISP-based applications, many of which are possible as a result of advances in Artificial Intelligence technology.";"privates Exemplar";"http://bks6.books.google.de/books?id=a6dQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"0201083728";"en";"TAB 2.57";"434";"http://books.google.de/books?id=a6dQAAAAMAAJ&dq=isbn:0201083728&hl=&cd=1&source=gbs_api";;"BOOK";"Addison Wesley Publishing Company";;"LISP";"0"
"30117";"Robert W. Sebesta";"0.0";"Programmiersprachen";"18.09.2013";"01.01.1993";;"privates Exemplar";;"9780805371307";"en";"TAB 2.57";"569";"http://books.google.de/books?id=n9e1QgAACAAJ&dq=isbn:9780805371307&hl=&cd=1&source=gbs_api";;"BOOK";"Benjamin-Cummings Publishing Company";;"Computer Science";"0"
"30118";"Alan Burns; Andy Wellings";"0.0";"Programmiersprachen";"18.09.2013";"01.01.1997";;"privates Exemplar";;"9780201403657";"en";"TAB 2.57";"611";;;"BOOK";"Addison-Wesley";;"Real-Time Systems and Programming Languages";"0"
"30119";"Serge Lidin";"0.0";"Programmiersprachen";"18.09.2013";"01.01.2002";"Get the inside scoop on this critical low-level language with an architectural guide from the most reliable authority--the language's designer, Serge Lidin. Readers discover common structures, functions, and rules for designing .NET applications, explanations for how .NET executables compile, details on the .NET IL Assembler, IL Disassembler and Metadata Validation tools, and more.";"privates Exemplar";"http://bks9.books.google.de/books?id=jjNiQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9780735615472";"en";"TAB 2.57";"467";"http://books.google.de/books?id=jjNiQgAACAAJ&dq=isbn:9780735615472&hl=&cd=1&source=gbs_api";;"BOOK";"Microsoft Press";;"Inside Microsoft . NET IL Assembler.";"0"
"30120";"Jeffrey Richter";"0.0";"Programmiersprachen";"18.09.2013";"01.05.2006";;"privates Exemplar";"http://bks2.books.google.de/books?id=OqYzPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9783860639849";"en";"TAB 2.57";"681";"http://books.google.de/books?id=OqYzPQAACAAJ&dq=isbn:9783860639849&hl=&cd=1&source=gbs_api";;"BOOK";;;"Microsoft.NET Framework-Programmierung mit C#";"0"
"30121";"Brent B. Welch";"0.0";"Programmiersprachen";"18.09.2013";"01.01.1997";"A new and revised edition of the bestselling first edition, Welch's new revision includes coverage of the latest releases of Tcl (8.0) and Tk (8.0). The new version of Tk supports the Mac, Windows 3.1, Win95, and Windows NT, greatly expanding the potential market for this edition. The CD-ROM includes the latest versions of Tcl and Tk.";"privates Exemplar";"http://bks7.books.google.de/books?id=KoY_AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9780136168300";"en";"TAB 2.57";"630";"http://books.google.de/books?id=KoY_AQAAIAAJ&dq=isbn:9780136168300&hl=&cd=1&source=gbs_api";;"BOOK";"Prentice Hall";;"Practical programming in Tcl & Tk";"0"
"30122";"Regionales Rechenzentrum für Niedersachsen / Universität Hannover";"0.0";"Programmiersprachen";"18.09.2013";"01.03.1985";;"privates Exemplar";;;"de";"TAB 2.57";"0";;;"BOOK";;"Ein Nachschlagewerk";"Fortran 77 Sprachumfang";"0"
"30123";"Robert Cecil Martin";"0.0";"Programmierung";"18.09.2013";"01.01.2009";"Looks at the principles and clean code, includes case studies showcasing the practices of writing clean code, and contains a list of heuristics and 'smells' accumulated from the process of writing clean code.";"Uni-Bibliothek";"http://bks9.books.google.de/books?id=dwSfGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9780132350884";"en";"TAB 2.57";"431";"http://books.google.de/books?id=dwSfGQAACAAJ&dq=isbn:9780132350884&hl=&cd=1&source=gbs_api";;"BOOK";"Prentice-Hall PTR";;"Clean Code";"0"
"30124";"Gabriel Valiente";"0.0";"Algorithmen";"18.09.2013";"28.10.2002";"Graph algorithms is a well-established subject in mathematics and computer science. Beyond classical application fields, like approximation, combinatorial optimization, graphics, and operations research, graph algorithms have recently attracted increased attention from computational molecular biology and computational chemistry. Centered around the fundamental issue of graph isomorphism, this text goes beyond classical graph problems of shortest paths, spanning trees, flows in networks, and matchings in bipartite graphs. Advanced algorithmic results and techniques of practical relevance are presented in a coherent and consolidated way. This book introduces graph algorithms on an intuitive basis followed by a detailed exposition in a literate programming style, with correctness proofs as well as worst-case analyses. Furthermore, full C++ implementations of all algorithms presented are given using the LEDA library of efficient data structures and algorithms. Numerous illustrations, examples, and exercises, and a comprehensive bibliography support students and professionals in using the book as a text and source of reference";"privates Exemplar";"http://bks2.books.google.de/books?id=NSfIWxqPlbcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";"9783540435501";"en";"TAB 2.57";"490";"http://books.google.de/books?id=NSfIWxqPlbcC&printsec=frontcover&dq=isbn:9783540435501&hl=&cd=1&source=gbs_api";;"BOOK";"Springer";;"Algorithms on Trees and Graphs";"0"
"30125";"Stephan Diehl";"0.0";"Algorithmen";"18.09.2013";"28.05.2002";"This book presents the state of the art in software visualization and thus attempts to establish it as a field on its own. Based on a seminar held at Dagstuhl Castle in May 2001, the book offers topical sections on: - algorithm animation - software visualization and software engineering - software visualization and education - graphs in software visualization - and perspectives of software visualization. Each section starts with an introduction surveying previous and current work and providing extensive bibliographies.";"privates Exemplar";"http://bks3.books.google.de/books?id=kFN0FT1JRNQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";"9783540433231";"en";"TAB 2.57";"403";"http://books.google.de/books?id=kFN0FT1JRNQC&printsec=frontcover&dq=isbn:9783540433231&hl=&cd=2&source=gbs_api";;"BOOK";"Springer";;"Software Visualization";"0"
"30126";"John E. Hopcroft; Jeffrey D. Ullman";"0.0";"Formale Methoden";"18.09.2013";"01.01.1989";"Theory of Computation -- Computation by Abstracts Devices.";"privates Exemplar";;"3925118829";"en";"TAB 2.57";"440";"http://books.google.de/books?id=MpqmPQAACAAJ&dq=isbn:3925118829&hl=&cd=1&source=gbs_api";;"BOOK";;;"Einführung in die Automatentheorie, formale Sprachen und Komplexitätstheorie";"0"
"30127";"Stephan Kleuker";"0.0";"Formale Methoden";"18.09.2013";"15.09.2009";"Software muss funktionieren, um von Kunden akzeptiert zu werden. Doch wie stellt man sicher, dass die Steuerung eines Raumschiffs, eines Herzschrittmachers oder einer Aktienverwaltung korrekt funktioniert? Neben den klassischen Testansatzen spielen fur den Korrektheitsnachweis zunehmend formale Modelle eine zentrale Rolle. Ein Modell erlaubt es, ein beliebiges sequenzielles oder verteiltes System zu analysieren und zu simulieren. Dadurch, dass Korrektheitsanforderungen prazise definiert werden, kann man sogar verifizieren, dass die Anforderungen erfullt sind. Dieses Buch stellt unterschiedliche formale Modelle mit ihren Einsatzmoglichkeiten und Werkzeugen vor. Dabei steht bewusst die Anwendung der Modelle und nicht die Theorie dahinter im Vordergrund. Der Inhalt: Motivation von formalen Modellen Model Checking mit Promela und Spin Timed Automata Petrinetze Semantik und Verifikation sequenzieller und paralleler Programme Die Zielgruppe: - Informatik-Studierende ab 4. Semester - Studierende in Informatik-orientierten Master-Studiengangen - Entwickler kritischer Software-Systeme - An Qualitatssicherung Interessierte Der Autor: Prof. Dr. Stephan Kleuker hat im Themengebiet 'formale Methoden' promoviert und lehrt seit mehreren Jahren Software-Engineering an den Fachhochschulen in Osnabrück und Wiesbaden. Er hat mehrjahrige Praxiserfahrung als Systemanalytiker sowie als Berater bei der Erstellung komplexer Software-Systeme.";"privates Exemplar";"http://bks3.books.google.de/books?id=XNtzT8ADSn8C&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9783834806697";"de";"TAB 2.57";"301";"http://books.google.de/books?id=XNtzT8ADSn8C&dq=isbn:9783834806697&hl=&cd=1&source=gbs_api";;"BOOK";"Vieweg +Teubner";;"Formale Modelle der Softwareentwicklung";"0"
"30128";"Hartmut Ehrig; Hans-Jörg Kreowski";"0.0";"Formale Methoden";"18.09.2013";"24.03.2005";"By presenting state-of-the-art research results on various aspects of formal and visual modeling of software and systems, this book commemorates the 60th birthday of Hartmut Ehrig. The 24 invited reviewed papers are written by students and collaborators of Hartmut Ehrig who are established researchers in their fields. Reflecting the scientific interest and work of Hartmut Ehrig, the papers fall into three main parts on graph transformation, algebraic specification and logic, and formal and visual modeling.";"privates Exemplar";"http://bks7.books.google.de/books?id=OUuQjr7j-ssC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";"9783540249368";"en";"TAB 2.57";"411";"http://books.google.de/books?id=OUuQjr7j-ssC&printsec=frontcover&dq=isbn:9783540249368&hl=&cd=1&source=gbs_api";;"BOOK";"Springer";;"Formal Methods in Software and Systems Modeling";"0"
"30129";"Bernhard Ganter; Gerd Stumme; Rudolf Wille";"0.0";"Formale Methoden";"18.09.2013";"23.08.2005";"Formal concept analysis has been developed as a field of applied mathematics based on the mathematization of concept and concept hierarchy. It thereby allows us to mathematically represent, analyze, and construct conceptual structures. The formal concept analysis approach has been proven successful in a wide range of application fields.This book constitutes a comprehensive and systematic presentation of the state of the art of formal concept analysis and its applications. The first part of the book is devoted to foundational and methodological topics. The contributions in the second part demonstrate how formal concept analysis is successfully used outside of mathematics, in linguistics, text retrieval, association rule mining, data analysis, and economics. The third part presents applications in software engineering.";"privates Exemplar";"http://bks2.books.google.de/books?id=sdljt8HztHEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";"9783540278917";"en";"TAB 2.57";"348";"http://books.google.de/books?id=sdljt8HztHEC&printsec=frontcover&dq=isbn:9783540278917&hl=&cd=1&source=gbs_api";;"BOOK";"Springer Verlag";;"Formal Concept Analysis";"0"
"30130";"Frank Simon; Daniel Simon";"0.0";"Software-Qualität";"18.09.2013";"01.01.2010";"Jede ber den Betrieb hinausgehende Entwicklung oder nderung von IT-Systemen geschieht heute ber IT-Projekte, d.h. Vorhaben mit vorab gesteckten Zielen, Terminen und Aufw nden.Von Anfang an gef hrden viele Risiken den Erfolg von IT-Projekten und es ist erfahrungsgem praktisch unm glich, allen diesen Risiken abschlie end zu begegnen. Es ist aber sehr wohl realistisch, die Risiken im Vorfeld m glichst ganzheitlich zu erfassen und dann fortw hrend zu beobachten, um bei Bedarf so fr h wie m glich gegensteuern zu k nnen. So wird aus der Durchf hrung von IT-Projekten eine aktiv steuernde Disziplin.Das in diesem Buch beschriebene Qualit ts-Risiko-Management (QRM) unterst tzt die erfolgreiche Durchf hrung von Projekten, indem es bereits von Beginn an ein m glichst ganzheitliches Bild aller m glichen Risikoquellen aufzeigt. Im Projektverlauf dient QRM dann dazu, die identifizierten Risiken messbasiert und automatisierbar fortw hrend zu beobachten, damit bei Bedarf so fr h wie m glich Gegenma nahmen abgeleitet werden k nnen. Das beschriebene Vorgehen orientiert sich dabei eng an der Ingenieursdisziplin, d.h. es ist systematisch, diszipliniert und messbar. Das dem QRM ebenfalls zugrundeliegende Y-Modell wird eben diesen Zielen gerecht und l sst sich dennoch mit einfachen Mitteln im Projekt umsetzen.Das QRM liefert dem Kapit n eines IT-Projektes damit eine pr zise Karte zur Zielbestimmung und die f r die erfolgreiche Reise notwendigen Navigationsinstrumente, damit dieser jederzeit wei , ob sich das Schiff noch auf dem Weg zum Ziel befindet oder der Kurs korrigiert werden muss.";"privates Exemplar";"http://bks8.books.google.de/books?id=1dfAsMJ36iwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";"9783832526788";"de";"TAB 2.57";"178";"http://books.google.de/books?id=1dfAsMJ36iwC&printsec=frontcover&dq=isbn:9783832526788&hl=&cd=1&source=gbs_api";;"BOOK";"Logos Verlag Berlin GmbH";;"Qualitäts-Risiko-Management: Ganzheitliche Projektsteuerung";"0"
"30131";"Hans Liebig";"0.0";"Software-Qualität";"18.09.2013";"20.09.2005";"Mit dieser Neuauflage liegt der Klassiker der Digitaltechnik nun in der vierten Auflage vor. Das Buch behandelt Prinzipien und Methoden für den Entwurf digitaler Systeme. Dabei stehen Betrachtungen auf der Logikschaltungsebene bis zur Registertransferebene im Vordergrund. Spezielle Technologien werden insoweit berücksichtigt, wie sie einen grundlegenden Einfluss auf den Schaltungsentwurf haben. Folgende Themen werden besonders gründlich behandelt: Der Logikalkül der Mathematik, Durchschalt- und Verknüpfungstechnik für Logik- und Speicherbausteine, Asynchrontechnik vom Petri-Netz zur Schaltung, Synchrontechnik mit parallel arbeitenden Werken sowie Zusammenbau von applikationsspezifischen ICs und programmierbaren Universalrechnern. In der vierten Auflage wurde die Strukturierung und somit die Lesbarkeit des Buches weiter verbessert. Die vielen Zeichnungen und anwendungsorientierten Aufgaben unterstützen dies zusätzlich. Die Lösungen wurden noch gründlicher ausgearbeitet. Neu aufgenommen wurden die Verwendung programmiersprachlicher Ausdrucksmittel sowie Anwendungen aus der Signalverarbeitung. Das Buch ermöglicht einen systematischen Einstieg in den Entwurf digitaler Systeme. Es vermittelt dem Leser die notwendigen Grundlagen zum Verstehen weiterführender Literatur. Mit LEVis und COVis stehen zusätzlich zwei Visualisierungs-/Simulationsprogramme zur Verfügung, die übers Internet unter der URL http://rosw.cs.tu-berlin.de/sonstiges zugänglich sind.";"privates Exemplar";"http://bks8.books.google.de/books?id=QtEcbeMAyjMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";"9783540260264";"de";"TAB 2.57";"498";"http://books.google.de/books?id=QtEcbeMAyjMC&printsec=frontcover&dq=isbn:9783540260264&hl=&cd=1&source=gbs_api";;"BOOK";"Springer DE";;"Logischer Entwurf digitaler Systeme";"0"
"30132";"Jürgen Gausemeier";"0.0";"Informatik und Maschinenbau";"18.09.2013";"01.01.2007";;"privates Exemplar";;"9783939350385";"en";"TAB 2.57";"322";"http://books.google.de/books?id=EeFOPwAACAAJ&dq=isbn:9783939350385&hl=&cd=1&source=gbs_api";;"BOOK";;;"Vorausschau und Technologieplanung";"0"
"30133";"Jürgen Gausemeier";"0.0";"Informatik und Maschinenbau";"18.09.2013";"01.01.2007";;"privates Exemplar";;"9783939350385";"en";"TAB 2.57";"322";"http://books.google.de/books?id=EeFOPwAACAAJ&dq=isbn:9783939350385&hl=&cd=1&source=gbs_api";;"BOOK";;;"Vorausschau und Technologieplanung";"0"
"30134";"Gero Scholz";"0.0";"Informatik und Maschinenbau";"18.09.2013";"10.10.2010";;"privates Exemplar";;;;"TAB 2.57";"345";;;"BOOK";"IVU";;"IT-Systeme für Verkehrsunternehmen";"0"
"30135";"Alfred Büllesbach";"0.0";"Informatik und Recht";"18.09.2013";"01.01.1997";;"privates Exemplar";"http://bks3.books.google.de/books?id=mOUVAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"3504670053";"de";"TAB 2.57";"300";"http://books.google.de/books?id=mOUVAQAAIAAJ&dq=isbn:3504670053&hl=&cd=1&source=gbs_api";;"BOOK";;;"Datenschutz im Telekommunikationsrecht";"0"
